the_geom,the_geom_webmercator,collection_date,count,test_result,etl_timestamp
,,6/27/2020,1984,negative,1/30/2021 18:20
,,10/28/2020,489,positive,1/30/2021 18:20
,,9/30/2020,4584,negative,1/30/2021 18:20
,,6/3/2020,146,positive,1/30/2021 18:20
,,1/29/2021,321,negative,1/30/2021 18:20
,,7/18/2020,96,positive,1/30/2021 18:20
,,12/5/2020,6361,negative,1/30/2021 18:20
,,8/16/2020,2519,negative,1/30/2021 18:20
,,4/13/2020,452,positive,1/30/2021 18:20
,,4/3/2020,524,positive,1/30/2021 18:20
,,7/25/2020,2876,negative,1/30/2021 18:20
,,1/4/2021,854,positive,1/30/2021 18:20
,,11/13/2020,8850,negative,1/30/2021 18:20
,,6/8/2020,1828,negative,1/30/2021 18:20
,,5/13/2020,288,positive,1/30/2021 18:20
,,9/19/2020,3717,negative,1/30/2021 18:20
,,11/9/2020,5169,negative,1/30/2021 18:20
,,7/15/2020,178,positive,1/30/2021 18:20
,,3/12/2020,71,negative,1/30/2021 18:20
,,12/18/2020,8212,negative,1/30/2021 18:20
,,4/17/2020,472,positive,1/30/2021 18:20
,,8/12/2020,4588,negative,1/30/2021 18:20
,,11/15/2020,518,positive,1/30/2021 18:20
,,7/4/2020,1494,negative,1/30/2021 18:20
,,9/22/2020,3997,negative,1/30/2021 18:20
,,5/10/2020,77,positive,1/30/2021 18:20
,,10/19/2020,4359,negative,1/30/2021 18:20
,,10/10/2020,136,positive,1/30/2021 18:20
,,5/24/2020,1546,negative,1/30/2021 18:20
,,11/1/2020,4901,negative,1/30/2021 18:20
,,9/1/2020,160,positive,1/30/2021 18:20
,,4/29/2020,1653,negative,1/30/2021 18:20
,,12/11/2020,923,positive,1/30/2021 18:20
,,12/27/2020,302,positive,1/30/2021 18:20
,,8/25/2020,3495,negative,1/30/2021 18:20
,,4/4/2020,307,positive,1/30/2021 18:20
,,11/26/2020,287,positive,1/30/2021 18:20
,,6/25/2020,155,positive,1/30/2021 18:20
,,10/2/2020,149,positive,1/30/2021 18:20
,,6/1/2020,1565,negative,1/30/2021 18:20
,,10/19/2020,277,positive,1/30/2021 18:20
,,7/22/2020,3964,negative,1/30/2021 18:20
,,8/10/2020,160,positive,1/30/2021 18:20
,,4/19/2020,583,negative,1/30/2021 18:20
,,8/2/2020,2842,negative,1/30/2021 18:20
,,3/26/2020,318,positive,1/30/2021 18:20
,,1/6/2021,7263,negative,1/30/2021 18:20
,,7/15/2020,3286,negative,1/30/2021 18:20
,,7/8/2020,173,positive,1/30/2021 18:20
,,6/20/2020,2416,negative,1/30/2021 18:20
,,11/6/2020,843,positive,1/30/2021 18:20
,,6/27/2020,82,positive,1/30/2021 18:20
,,1/7/2021,7594,negative,1/30/2021 18:20
,,12/15/2020,7246,negative,1/30/2021 18:20
,,12/2/2020,1342,positive,1/30/2021 18:20
,,7/23/2020,4270,negative,1/30/2021 18:20
,,1/28/2021,58,positive,1/30/2021 18:20
,,8/1/2020,2337,negative,1/30/2021 18:20
,,3/27/2020,320,positive,1/30/2021 18:20
,,8/26/2020,137,positive,1/30/2021 18:20
,,5/5/2020,1325,negative,1/30/2021 18:20
,,7/5/2020,1867,negative,1/30/2021 18:20
,,10/22/2020,440,positive,1/30/2021 18:20
,,10/7/2020,234,positive,1/30/2021 18:20
,,5/27/2020,2222,negative,1/30/2021 18:20
,,1/23/2021,4236,negative,1/30/2021 18:20
,,7/12/2020,95,positive,1/30/2021 18:20
,,3/15/2020,78,negative,1/30/2021 18:20
,,12/12/2020,517,positive,1/30/2021 18:20
,,8/10/2020,3267,negative,1/30/2021 18:20
,,4/19/2020,217,positive,1/30/2021 18:20
,,1/12/2021,591,positive,1/30/2021 18:20
,,11/25/2020,1123,positive,1/30/2021 18:20
,,9/18/2020,115,positive,1/30/2021 18:20
,,5/14/2020,1926,negative,1/30/2021 18:20
,,10/16/2020,5382,negative,1/30/2021 18:20
,,9/29/2020,160,positive,1/30/2021 18:20
,,6/4/2020,1548,negative,1/30/2021 18:20
,,11/4/2020,6037,negative,1/30/2021 18:20
,,4/25/2020,253,positive,1/30/2021 18:20
,,9/5/2020,2837,negative,1/30/2021 18:20
,,7/19/2020,2348,negative,1/30/2021 18:20
,,12/1/2020,1278,positive,1/30/2021 18:20
,,8/23/2020,2285,negative,1/30/2021 18:20
,,4/6/2020,581,positive,1/30/2021 18:20
,,1/3/2021,3915,negative,1/30/2021 18:20
,,6/30/2020,148,positive,1/30/2021 18:20
,,10/24/2020,4708,negative,1/30/2021 18:20
,,5/29/2020,196,positive,1/30/2021 18:20
,,10/5/2020,4249,negative,1/30/2021 18:20
,,6/21/2020,1459,negative,1/30/2021 18:20
,,11/15/2020,5825,negative,1/30/2021 18:20
,,12/22/2020,854,positive,1/30/2021 18:20
,,3/30/2020,607,negative,1/30/2021 18:20
,,7/29/2020,176,positive,1/30/2021 18:20
,,12/23/2020,836,positive,1/30/2021 18:20
,,1/16/2021,6360,negative,1/30/2021 18:20
,,6/8/2020,151,positive,1/30/2021 18:20
,,5/28/2020,174,positive,1/30/2021 18:20
,,10/6/2020,5079,negative,1/30/2021 18:20
,,6/29/2020,153,positive,1/30/2021 18:20
,,9/9/2020,103,positive,1/30/2021 18:20
,,4/21/2020,1112,negative,1/30/2021 18:20
,,4/7/2020,600,positive,1/30/2021 18:20
,,8/22/2020,3262,negative,1/30/2021 18:20
,,4/12/2020,719,negative,1/30/2021 18:20
,,8/17/2020,117,positive,1/30/2021 18:20
,,12/11/2020,8851,negative,1/30/2021 18:20
,,12/21/2020,919,positive,1/30/2021 18:20
,,7/10/2020,2425,negative,1/30/2021 18:20
,,3/17/2020,69,positive,1/30/2021 18:20
,,11/10/2020,1087,positive,1/30/2021 18:20
,,10/27/2020,5516,negative,1/30/2021 18:20
